method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
ERM,42,g0,305,11618,0.79672,0.79474,0.48318,0.46833,0.01485
ERM,42,g1,295,11618,0.80678,0.79345,0.49295,0.49813,-0.00518
ERM,42,g2,125,11618,0.632,0.49632,0.79903,0.34118,0.45785
ERM,42,g3,200,11618,0.635,0.58993,0.67541,0.59764,0.07777
ERM,1337,g0,305,11618,0.7377,0.73531,0.65056,0.46833,0.18223
ERM,1337,g1,295,11618,0.8,0.78836,0.6083,0.49813,0.11017
ERM,1337,g2,125,11618,0.664,0.48836,0.99937,0.34118,0.65819
ERM,1337,g3,200,11618,0.65,0.58958,0.86847,0.59764,0.27083
ERM,7,g0,305,11618,0.74426,0.73992,0.58898,0.46833,0.12065
ERM,7,g1,295,11618,0.82034,0.80546,0.46706,0.49813,-0.03107
ERM,7,g2,125,11618,0.584,0.46708,0.86676,0.34118,0.52558
ERM,7,g3,200,11618,0.625,0.59098,0.75291,0.59764,0.15527
ERM,2024,g0,305,11618,0.74098,0.73894,0.58817,0.46833,0.11984
ERM,2024,g1,295,11618,0.78644,0.7771,0.56583,0.49813,0.0677
ERM,2024,g2,125,11618,0.624,0.45818,0.77483,0.34118,0.43365
ERM,2024,g3,200,11618,0.625,0.59238,0.79362,0.59764,0.19598
ERM,31337,g0,305,11618,0.7377,0.73186,0.59237,0.46833,0.12404
ERM,31337,g1,295,11618,0.81695,0.80288,0.47495,0.49813,-0.02318
ERM,31337,g2,125,11618,0.584,0.46693,0.87446,0.34118,0.53328
ERM,31337,g3,200,11618,0.62,0.58012,0.75954,0.59764,0.1619
ERM,11,g0,305,11618,0.73443,0.73028,0.57019,0.46833,0.10186
ERM,11,g1,295,11618,0.79322,0.78108,0.48539,0.49813,-0.01274
ERM,11,g2,125,11618,0.624,0.5045,0.80381,0.34118,0.46263
ERM,11,g3,200,11618,0.645,0.60306,0.70278,0.59764,0.10514
ERM,22,g0,305,11618,0.70492,0.69766,0.60688,0.46833,0.13854
ERM,22,g1,295,11618,0.77288,0.7644,0.56285,0.49813,0.06472
ERM,22,g2,125,11618,0.656,0.50982,0.75883,0.34118,0.41766
ERM,22,g3,200,11618,0.6,0.53771,0.8195,0.59764,0.22186
ERM,33,g0,305,11618,0.73443,0.72949,0.60445,0.46833,0.13612
ERM,33,g1,295,11618,0.77966,0.76686,0.63534,0.49813,0.13721
ERM,33,g2,125,11618,0.584,0.44624,0.82396,0.34118,0.48279
ERM,33,g3,200,11618,0.665,0.62311,0.72434,0.59764,0.1267
ERM,44,g0,305,11618,0.72459,0.71785,0.55541,0.46833,0.08708
ERM,44,g1,295,11618,0.81017,0.79639,0.50858,0.49813,0.01045
ERM,44,g2,125,11618,0.632,0.50082,0.81071,0.34118,0.46953
ERM,44,g3,200,11618,0.645,0.60458,0.67303,0.59764,0.07539
ERM,55,g0,305,11618,0.73115,0.72787,0.64091,0.46833,0.17258
ERM,55,g1,295,11618,0.79661,0.78617,0.54995,0.49813,0.05182
ERM,55,g2,125,11618,0.624,0.5062,0.796,0.34118,0.45482
ERM,55,g3,200,11618,0.65,0.59419,0.87694,0.59764,0.2793
PerGroupOnly,42,g0,305,38946,0.75738,0.7475,0.5568,0.46833,0.08847
PerGroupOnly,42,g1,295,38946,0.74915,0.68824,0.54891,0.49813,0.05077
PerGroupOnly,42,g2,125,38946,0.92,0.47917,0.35533,0.34118,0.01415
PerGroupOnly,42,g3,200,38946,0.745,0.44182,0.57305,0.59764,-0.02459
PerGroupOnly,1337,g0,305,38946,0.75738,0.75048,0.51393,0.46833,0.0456
PerGroupOnly,1337,g1,295,38946,0.72881,0.63242,0.54755,0.49813,0.04941
PerGroupOnly,1337,g2,125,38946,0.848,0.45513,0.49215,0.34118,0.15098
PerGroupOnly,1337,g3,200,38946,0.745,0.47692,0.59581,0.59764,-0.00183
PerGroupOnly,7,g0,305,38946,0.77705,0.77014,0.48318,0.46833,0.01485
PerGroupOnly,7,g1,295,38946,0.78644,0.75044,0.5634,0.49813,0.06526
PerGroupOnly,7,g2,125,38946,0.92,0.47917,0.37757,0.34118,0.03639
PerGroupOnly,7,g3,200,38946,0.7,0.4672,0.71534,0.59764,0.1177
PerGroupOnly,2024,g0,305,38946,0.76066,0.75566,0.55879,0.46833,0.09046
PerGroupOnly,2024,g1,295,38946,0.81356,0.78936,0.51342,0.49813,0.01528
PerGroupOnly,2024,g2,125,38946,0.912,0.47695,0.38803,0.34118,0.04685
PerGroupOnly,2024,g3,200,38946,0.725,0.45557,0.80551,0.59764,0.20787
PerGroupOnly,31337,g0,305,38946,0.76721,0.76209,0.49548,0.46833,0.02715
PerGroupOnly,31337,g1,295,38946,0.8,0.77098,0.52109,0.49813,0.02296
PerGroupOnly,31337,g2,125,38946,0.912,0.47695,0.35807,0.34118,0.01689
PerGroupOnly,31337,g3,200,38946,0.68,0.45396,0.6812,0.59764,0.08356
PerGroupOnly,11,g0,305,38946,0.76393,0.76004,0.50395,0.46833,0.03561
PerGroupOnly,11,g1,295,38946,0.80339,0.76978,0.54461,0.49813,0.04648
PerGroupOnly,11,g2,125,38946,0.92,0.47917,0.39885,0.34118,0.05767
PerGroupOnly,11,g3,200,38946,0.7,0.48257,0.70978,0.59764,0.11213
PerGroupOnly,22,g0,305,38946,0.74426,0.73301,0.52634,0.46833,0.05801
PerGroupOnly,22,g1,295,38946,0.76949,0.72098,0.55107,0.49813,0.05294
PerGroupOnly,22,g2,125,38946,0.904,0.47464,0.39318,0.34118,0.052
PerGroupOnly,22,g3,200,38946,0.725,0.43081,0.66155,0.59764,0.06391
PerGroupOnly,33,g0,305,38946,0.77377,0.76879,0.53929,0.46833,0.07096
PerGroupOnly,33,g1,295,38946,0.7661,0.72244,0.56623,0.49813,0.0681
PerGroupOnly,33,g2,125,38946,0.912,0.47695,0.43981,0.34118,0.09863
PerGroupOnly,33,g3,200,38946,0.73,0.46181,0.6619,0.59764,0.06426
PerGroupOnly,44,g0,305,38946,0.7541,0.7486,0.52638,0.46833,0.05805
PerGroupOnly,44,g1,295,38946,0.78305,0.74995,0.55099,0.49813,0.05286
PerGroupOnly,44,g2,125,38946,0.92,0.47917,0.40265,0.34118,0.06147
PerGroupOnly,44,g3,200,38946,0.69,0.46547,0.74298,0.59764,0.14534
PerGroupOnly,55,g0,305,38946,0.7541,0.74689,0.5411,0.46833,0.07277
PerGroupOnly,55,g1,295,38946,0.76949,0.72352,0.54663,0.49813,0.0485
PerGroupOnly,55,g2,125,38946,0.92,0.47917,0.41017,0.34118,0.069
PerGroupOnly,55,g3,200,38946,0.74,0.50074,0.59216,0.59764,-0.00548
Shared_GDRO,42,g0,305,11618,0.78361,0.78228,0.48657,0.46833,0.01823
Shared_GDRO,42,g1,295,11618,0.8,0.78937,0.4965,0.49813,-0.00164
Shared_GDRO,42,g2,125,11618,0.632,0.49614,0.73537,0.34118,0.39419
Shared_GDRO,42,g3,200,11618,0.665,0.61095,0.66289,0.59764,0.06525
Shared_GDRO,1337,g0,305,11618,0.73443,0.73096,0.53772,0.46833,0.06939
Shared_GDRO,1337,g1,295,11618,0.82034,0.80598,0.50844,0.49813,0.01031
Shared_GDRO,1337,g2,125,11618,0.64,0.50756,0.88585,0.34118,0.54468
Shared_GDRO,1337,g3,200,11618,0.67,0.62664,0.76789,0.59764,0.17024
Shared_GDRO,7,g0,305,11618,0.74098,0.73666,0.58743,0.46833,0.11909
Shared_GDRO,7,g1,295,11618,0.81695,0.80157,0.47497,0.49813,-0.02316
Shared_GDRO,7,g2,125,11618,0.6,0.48647,0.82552,0.34118,0.48434
Shared_GDRO,7,g3,200,11618,0.605,0.57313,0.77576,0.59764,0.17812
Shared_GDRO,2024,g0,305,11618,0.73115,0.72969,0.69896,0.46833,0.23063
Shared_GDRO,2024,g1,295,11618,0.77966,0.77237,0.59718,0.49813,0.09905
Shared_GDRO,2024,g2,125,11618,0.688,0.50422,0.78275,0.34118,0.44157
Shared_GDRO,2024,g3,200,11618,0.68,0.63954,0.83646,0.59764,0.23882
Shared_GDRO,31337,g0,305,11618,0.72787,0.7232,0.61683,0.46833,0.1485
Shared_GDRO,31337,g1,295,11618,0.79661,0.78286,0.52802,0.49813,0.02989
Shared_GDRO,31337,g2,125,11618,0.592,0.47049,0.92881,0.34118,0.58763
Shared_GDRO,31337,g3,200,11618,0.59,0.55376,0.8163,0.59764,0.21866
Shared_GDRO,11,g0,305,11618,0.71475,0.71033,0.61937,0.46833,0.15104
Shared_GDRO,11,g1,295,11618,0.77966,0.7688,0.50886,0.49813,0.01073
Shared_GDRO,11,g2,125,11618,0.624,0.49143,0.80432,0.34118,0.46314
Shared_GDRO,11,g3,200,11618,0.665,0.61666,0.77105,0.59764,0.17341
Shared_GDRO,22,g0,305,11618,0.67869,0.67277,0.68655,0.46833,0.21821
Shared_GDRO,22,g1,295,11618,0.79322,0.78315,0.56811,0.49813,0.06997
Shared_GDRO,22,g2,125,11618,0.632,0.49046,0.84628,0.34118,0.5051
Shared_GDRO,22,g3,200,11618,0.625,0.55802,0.73764,0.59764,0.14
Shared_GDRO,33,g0,305,11618,0.7377,0.73245,0.59261,0.46833,0.12428
Shared_GDRO,33,g1,295,11618,0.78305,0.77051,0.6259,0.49813,0.12777
Shared_GDRO,33,g2,125,11618,0.592,0.46132,0.80869,0.34118,0.46751
Shared_GDRO,33,g3,200,11618,0.665,0.62848,0.73205,0.59764,0.1344
Shared_GDRO,44,g0,305,11618,0.7082,0.70338,0.59804,0.46833,0.12971
Shared_GDRO,44,g1,295,11618,0.80339,0.79104,0.50974,0.49813,0.01161
Shared_GDRO,44,g2,125,11618,0.632,0.49987,0.88039,0.34118,0.53921
Shared_GDRO,44,g3,200,11618,0.645,0.59569,0.75243,0.59764,0.15479
Shared_GDRO,55,g0,305,11618,0.77049,0.76714,0.56023,0.46833,0.09189
Shared_GDRO,55,g1,295,11618,0.81356,0.80212,0.47769,0.49813,-0.02044
Shared_GDRO,55,g2,125,11618,0.632,0.51109,0.80521,0.34118,0.46403
Shared_GDRO,55,g3,200,11618,0.63,0.58405,0.78863,0.59764,0.19099
Shared_Anchors,42,g0,305,11618,0.76393,0.76159,0.50599,0.46833,0.03766
Shared_Anchors,42,g1,295,11618,0.82712,0.81685,0.49054,0.49813,-0.00759
Shared_Anchors,42,g2,125,11618,0.624,0.49063,0.71934,0.34118,0.37816
Shared_Anchors,42,g3,200,11618,0.65,0.60779,0.63873,0.59764,0.04109
Shared_Anchors,1337,g0,305,11618,0.73443,0.73134,0.55677,0.46833,0.08843
Shared_Anchors,1337,g1,295,11618,0.81356,0.80127,0.4889,0.49813,-0.00923
Shared_Anchors,1337,g2,125,11618,0.64,0.48807,0.82774,0.34118,0.48656
Shared_Anchors,1337,g3,200,11618,0.69,0.6375,0.70141,0.59764,0.10377
Shared_Anchors,7,g0,305,11618,0.67869,0.66876,0.63688,0.46833,0.16854
Shared_Anchors,7,g1,295,11618,0.74237,0.7297,0.59793,0.49813,0.0998
Shared_Anchors,7,g2,125,11618,0.712,0.54933,0.68129,0.34118,0.34011
Shared_Anchors,7,g3,200,11618,0.61,0.55028,0.68667,0.59764,0.08903
Shared_Anchors,2024,g0,305,11618,0.62623,0.59542,0.63951,0.46833,0.17118
Shared_Anchors,2024,g1,295,11618,0.62712,0.61414,0.58815,0.49813,0.09002
Shared_Anchors,2024,g2,125,11618,0.728,0.48766,0.69204,0.34118,0.35086
Shared_Anchors,2024,g3,200,11618,0.605,0.54842,0.73691,0.59764,0.13927
Shared_Anchors,31337,g0,305,11618,0.75082,0.74697,0.54195,0.46833,0.07362
Shared_Anchors,31337,g1,295,11618,0.80678,0.79304,0.49317,0.49813,-0.00497
Shared_Anchors,31337,g2,125,11618,0.608,0.49084,0.80926,0.34118,0.46808
Shared_Anchors,31337,g3,200,11618,0.63,0.58415,0.7501,0.59764,0.15246
